timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.45 ACP Super,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge DART,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP ST,4.6x30mm AP SX,4.6x30mm CT,4.6x30mm FMJ ST,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-16 02:21,467,,5793,,500,459,,461,,5522,875,584,,,,,,499,2767,,,,4206,4272,,797,970,192,953,3275,734,5024,,309,406,5057,390,,5027,,,5705,403,2069,5264,5721,,386,448,6067,1378,5614,,422,366,,,4809,224,1881,589,1994,6954
2026-09-16 02:31,,,5793,,500,459,,,,5522,875,584,,,,,,499,2767,,,,4261,4272,,797,970,177,953,3275,674,5024,,309,406,5057,390,,5027,,,5705,403,2069,5264,5721,,386,448,6067,1378,5614,,422,366,,,,224,1881,589,1994,6954
2026-09-16 02:41,467,,5793,,500,399,,461,,5522,875,604,,,,,,479,2767,,519,,4316,4272,,797,995,192,953,3275,674,5024,,309,406,5057,360,,4962,,,5705,418,2114,5264,5796,,386,448,6067,1418,5614,,422,366,,,,244,1881,589,1994,6954
2026-09-16 02:51,467,,5793,,500,379,,461,,5522,875,,,440,,,,479,2767,,,,4481,4272,,797,995,192,,,554,5024,,309,406,5057,375,,5092,,,5705,418,2114,5359,5796,,386,448,6067,1418,5614,,422,366,,,4939,244,1881,619,1994,6954
2026-09-16 03:01,467,,5793,,500,359,,461,,5522,875,,,440,,,,459,,2197,,,4536,4272,,797,970,192,1018,,,5024,,309,406,5057,375,,4897,,,5705,418,2114,5359,5796,,386,448,6067,1378,5614,,402,366,,,4939,244,1921,649,,7099
2026-09-16 03:11,467,,5793,,545,499,,461,,5587,875,524,,,,,,499,2667,,,4963,4536,4272,,797,970,192,1018,,524,5024,,294,406,5057,390,,4962,,,5705,403,2114,5359,5871,,386,448,6067,1418,5614,,,366,,,4939,244,1921,649,,7099
2026-09-16 03:21,482,,5793,,500,579,,461,,5587,875,524,,,,,,459,2767,,519,5143,4481,4272,,797,970,177,953,,494,5024,,309,406,4992,360,,5027,,,5705,418,2069,5359,5871,,386,,6067,1418,5614,,422,366,,,4939,224,1921,619,1994,7099
2026-09-16 03:31,467,,5793,,500,559,,461,,5587,875,524,,,,,,479,2767,2197,484,5143,4481,4327,,797,,177,953,3275,494,5024,,309,406,4992,360,,5027,,,5705,418,2069,5359,5946,,386,,6067,1418,5614,,422,366,,,5004,,1921,619,1994,6954
2026-09-16 03:41,467,,5793,,590,499,,461,,5587,830,,,,,,,479,2767,,449,4963,4481,4327,,797,970,192,1018,,494,5024,,309,406,5057,390,,5027,,,5775,403,2114,5359,5946,,386,448,6067,1418,5614,,402,366,,,5004,224,1881,619,,7099
2026-09-16 03:51,482,,5793,,590,499,,461,,5587,,,,,,,,479,2767,,,5143,4536,4327,,797,,177,1018,3275,494,5079,,309,406,5057,390,,4897,,,5775,418,2114,5359,6021,,371,448,6067,1378,5614,,422,366,,,4939,244,1921,619,1994,7099
2026-09-16 04:01,452,,5793,,,399,,461,,5587,875,624,,,,,,479,2767,,484,5143,4536,4327,,797,970,,,3275,,5079,,309,406,5057,360,,4897,,,5775,418,2114,,5946,,371,448,6067,,5614,,422,366,,,4939,244,,619,1994,7099
2026-09-16 04:11,452,,5793,,,479,,446,,5587,875,524,,440,,,,459,2767,2197,484,5143,4536,4382,,797,970,177,953,,,5024,,,406,5057,390,,5092,,,5775,403,2114,5359,5946,,386,448,6067,1418,5614,,402,366,,,4939,244,1881,649,1994,7099
2026-09-16 04:22,467,,5793,,500,459,,461,,5587,830,604,,440,,,,479,2767,2282,484,,4426,4327,,772,,,1018,,764,5024,,309,391,4992,360,,5027,,,5775,403,2069,5359,5946,,371,448,6067,1378,5494,,402,366,,,4939,224,1921,649,1994,7099
2026-09-16 04:31,467,,5793,,500,419,,461,,5587,830,604,,440,,,,479,2767,2282,484,,4481,4327,,772,,,1018,,764,5024,,309,391,4992,360,,5027,,,5775,403,2069,5359,5946,,371,448,6067,1378,5494,,402,366,,,4939,224,1921,649,1994,7099
2026-09-16 04:41,467,,5793,,500,419,,461,,5587,,604,,440,,,,479,2767,2367,519,5143,4481,4382,,797,,192,953,3275,764,5024,,309,391,5057,375,,5157,,,5845,403,2069,5359,5946,,371,448,6067,1378,5614,,422,366,,,4939,224,1881,649,1994,6954
2026-09-16 04:51,452,,5793,,545,519,,461,,5587,830,584,,,,,,479,2767,2367,519,5143,4426,4327,,772,970,192,953,3275,704,5024,,309,406,,360,,5157,,,5845,418,2114,5359,5946,,371,448,6067,,5614,,442,366,,,4939,224,1881,589,1994,6954
2026-09-16 05:01,452,,5793,,500,559,,461,,5587,875,624,,,,,,439,2767,2452,484,5143,4426,,,797,,177,953,,674,5024,,309,406,4992,405,,5027,,,,418,,5264,5946,,386,448,6067,,5614,,422,366,,,4939,,1881,649,1994,6809
2026-09-16 05:11,467,,5793,,590,479,,446,,5587,920,624,,520,,,,499,2767,2452,484,5143,4426,4272,,772,,177,953,,614,4969,,309,406,,375,,5092,,,5845,403,2069,5359,5946,,371,448,6067,1378,5614,,442,366,,,4939,,1921,649,1994,7099
2026-09-16 05:21,482,,5793,,545,419,,446,,5587,875,624,,440,,,,519,2767,2197,484,5143,4426,4327,,772,,192,953,,584,4969,,,406,,390,,5157,,,5845,433,2069,5359,5946,,371,,6067,1378,5614,,422,366,,,4939,244,1921,619,1994,6954
2026-09-16 05:31,467,,5718,,545,599,,446,,5587,875,604,,440,,,,479,2767,2197,484,5143,,4217,,797,,192,953,,584,4969,,,406,,390,,5157,,,5845,433,2069,5359,5946,,371,,6067,1378,5614,,422,366,,,4874,244,1881,619,1994,7099
2026-09-16 05:41,467,,5793,,500,559,,446,,5522,875,604,,,,,,479,2767,,484,5143,4316,4327,,772,970,177,1018,,584,4914,,309,406,,390,,,,,5775,433,2114,5264,5796,,386,448,6067,1378,5614,,422,366,,,4809,224,1921,619,1994,6954
2026-09-16 05:51,467,,5718,,500,439,,461,,5522,875,624,,440,,,,519,2767,,519,5143,4261,4217,,772,970,192,953,3275,554,4969,,309,406,,390,,4897,,,5775,403,2069,5264,5796,,386,468,6067,1378,5494,,402,366,,,4939,,1921,649,,6954
2026-09-16 06:01,482,,5718,,500,439,,461,,5522,875,624,,440,,,,519,2767,,519,5143,4151,4162,,772,995,192,,,524,4969,,309,406,4992,390,,4897,,,5775,403,2069,5264,5796,,386,468,6067,1378,5494,,402,366,,,4809,,1881,649,,6954
2026-09-16 06:11,467,,5718,,590,419,,461,,5457,830,624,,440,,,,519,2667,2282,484,,4096,4107,,772,,177,953,,524,,,309,406,,405,,5482,,,5635,433,2114,5169,5721,,386,468,6067,,5494,,442,366,,,4679,224,,679,1994,6954
2026-09-16 06:21,482,,5643,,500,419,,446,,,,624,,440,,,,519,2767,2282,484,5143,4041,,,772,970,192,953,,734,,,294,406,,375,,5482,,,5565,433,2069,4979,5646,,386,468,5967,1378,,,422,366,,,4679,244,1881,619,,6954
2026-09-16 06:31,482,,5643,,545,399,,446,,,830,604,,440,,,,519,2767,2282,484,5143,3986,,,797,970,192,1018,3275,764,,,294,406,,375,,,,,5565,418,2069,4979,5646,,386,468,5967,1378,,,422,366,,,4614,244,1881,,,6954
2026-09-16 06:41,482,,5568,,500,339,,461,,,875,604,,440,388,,,519,2767,,,5323,3931,,,772,970,192,1018,3275,764,,,309,391,,390,,,,,,433,2114,4884,,,386,468,5967,1378,,,442,366,,,,224,1881,559,,6809
2026-09-16 06:51,452,,5493,,545,339,,446,,,785,604,358,,388,,,519,2767,,519,5503,3876,,,797,970,192,953,,764,,,294,406,,405,,4832,,,,418,2114,4789,,,386,468,5867,1338,,,402,366,,,,244,1881,559,,
2026-09-16 07:01,452,,5493,,545,319,,446,,,830,604,,,388,,,519,2667,2197,449,5143,,,,772,995,177,953,,794,,,294,391,4862,405,,,,,,418,2069,,,,386,448,5967,,5374,,422,366,,,,244,1921,559,1994,
2026-09-16 07:11,452,,,,500,479,,446,,,785,604,,,388,,471,519,2767,,,4963,,,,772,995,177,953,,794,,,294,406,,405,,,,,,418,2069,4789,,,386,448,5867,,5374,,402,366,,,,244,1921,559,1994,
2026-09-16 07:12,452,,5493,,500,479,,446,,,785,604,,,388,,471,519,2767,2452,519,4963,3821,,,797,995,192,,,764,,,294,406,,390,,5482,,,,418,2114,4789,,,371,448,5867,,5374,,402,366,,,,244,1921,619,,
2026-09-16 07:21,452,,5493,,545,479,,446,,,830,604,,,388,,,519,2667,2452,484,,3821,,,797,995,192,,,764,,,294,391,,375,,4897,,,,418,2114,4884,,,386,448,5867,1338,5374,,442,366,,,,224,1881,619,1924,
2026-09-16 07:31,437,,,,545,479,,446,,,,604,,,388,,,519,2667,2367,,5323,3821,3997,,797,995,,953,,794,,,294,391,,375,,4962,,,,418,2069,4884,,,371,448,5867,1338,5374,,,366,,,,224,1881,649,1994,
2026-09-16 07:41,467,,,,500,459,,431,,,875,624,,,388,,,519,2767,2282,484,4963,3876,3997,,797,970,177,1018,,704,,,294,406,,360,,,,,,403,2069,4884,,,386,448,,,5494,,402,366,,,,224,1881,589,,6664
2026-09-16 07:51,437,,,,680,439,,446,,,875,584,,,388,,,519,2767,2282,519,5143,3821,,,772,945,192,1018,3275,584,,,294,391,,390,,,,,,418,2069,4789,,,386,448,,,5374,,402,366,,,,244,1841,619,1994,6664
2026-09-16 08:01,452,,,,590,419,,446,,,830,584,358,440,388,,,519,2767,2282,519,5143,3876,,,772,995,192,953,,764,,,309,406,,405,,,,,,418,2069,4789,,,386,,5767,1338,,,402,366,,,,224,1881,529,,
2026-09-16 08:11,452,,,,590,399,,446,,,830,564,358,440,388,,471,499,2767,2282,449,5503,3876,,,772,995,192,953,,764,,,309,406,,405,,,,,,418,2069,4789,,,386,,5767,1338,,,402,366,,,,224,1881,529,,
2026-09-16 08:21,467,,,,545,359,,446,,,830,624,358,,388,,,479,2767,2282,484,,3821,,,797,970,192,953,,704,4749,,309,406,,375,,4572,,,,433,2069,4884,,,371,448,,1338,,,402,366,,,,224,1881,619,,
2026-09-16 08:31,467,,,,545,359,,446,,,830,624,358,,388,,,479,2767,2282,484,,3821,,,797,970,192,953,,704,4749,,309,406,,375,,4572,,,,433,2069,4884,,,371,448,,1338,,,402,366,,,,224,1881,619,,
2026-09-16 08:41,452,,,,545,519,,461,,,830,604,363,440,388,,471,479,2767,2282,519,4963,3876,,,797,970,,,,644,,,,406,,405,,4637,,,,433,2114,4789,,,386,468,,,,,442,366,,,,244,1921,,,6664
2026-09-16 08:51,452,,,,545,539,,461,,,830,604,363,,388,,,459,2767,2367,484,4963,3876,,,772,995,177,1018,,584,,,309,406,,390,,4897,,,,433,2069,4789,,,386,468,,1378,5374,,402,366,,,,244,1881,619,,
2026-09-16 09:01,452,,,,545,539,,461,,,785,604,363,,388,,,459,2767,2367,484,5143,3821,,,797,,,953,3275,584,,,309,406,,390,,,,,,433,2069,4789,,,386,468,,1378,5374,,,366,,,,244,1921,619,,
2026-09-16 09:11,452,,,,500,479,,461,,,920,544,,,388,,,419,2767,2282,519,4963,3876,,,797,970,192,953,3275,554,,,309,406,,405,,5677,,,,433,2069,4884,,,386,448,,1378,,,402,366,,,,244,1881,649,,
2026-09-16 09:21,452,,,,545,499,,461,,,830,644,,440,388,,,439,2767,2197,449,5323,3876,,,797,995,177,953,3275,554,,,309,406,,405,,4897,,,,433,2114,4884,,,386,468,,1378,,,422,366,,,,244,1921,559,,
2026-09-16 09:31,452,,,,500,439,,461,,,,584,,440,388,,,459,2767,2197,449,5323,3876,,,797,995,177,953,3275,,,,309,406,,405,,4897,,,,433,2114,4884,,,386,468,,1378,,,422,366,,,,244,1921,,,
2026-09-16 09:41,467,,,,500,459,,461,,,830,644,363,,388,,,479,2767,2282,484,5503,3876,,,772,995,177,1018,3275,494,4749,,309,406,,390,,,,,,418,2114,4884,,,386,448,,1378,,,442,366,,,,244,1921,,1994,
2026-09-16 09:51,452,,,,500,459,,461,,,830,644,363,440,,,,479,2767,2367,484,5323,3876,,,797,995,177,1018,,494,4749,,309,406,,,,4832,,,,,2069,4884,,,386,468,,1378,,,442,366,,,,224,1881,559,,
2026-09-16 10:01,452,,,,500,419,,461,,,830,584,363,440,,,,519,2767,2367,484,5323,3876,,,797,995,177,1018,,494,4749,,309,406,,405,,4832,,,,433,2069,4884,,,386,468,,1378,,,442,366,,,,224,1881,559,,
2026-09-16 10:11,,,,,500,359,,461,,,830,524,363,,388,,,459,2767,2282,519,5143,3821,,,797,995,,953,,524,,,309,406,,,,5417,,,,433,2069,4789,,1716,386,448,,1418,,,,381,,,,244,1881,,,
2026-09-16 10:21,467,,,,500,319,,461,,,920,504,363,,,,,519,2767,2367,484,,3876,,,797,995,177,953,3275,524,4749,,309,406,,375,,,,,,418,2069,4884,,1716,386,468,,1418,,,422,381,,,,224,1881,589,,
2026-09-16 10:31,467,,,,500,359,,461,,,,504,363,,,,,519,2767,2367,484,,3876,,,797,995,177,953,3275,524,4749,,309,406,,375,,,,,,418,2069,4884,,1716,386,468,,1418,,,422,381,,,,224,1881,,,
2026-09-16 10:41,467,,,,545,339,,461,,,875,564,,440,388,,,499,2767,2367,484,5143,3876,,,797,995,177,1018,,524,,,309,406,,405,,,,,,418,2069,4884,,,386,448,,1418,,,422,381,,,,244,1881,559,1994,
2026-09-16 10:52,482,,,,545,359,,461,,,830,584,363,,388,,,459,2767,2282,484,4963,3876,,,797,995,177,953,,554,,,309,406,,375,,4897,,,,433,2069,4884,,1716,386,468,,1418,,,422,381,,,,244,1881,679,,
2026-09-16 11:01,452,,,,545,359,,461,,,785,544,363,,388,,,459,2767,2197,484,5143,3876,,,797,995,192,1018,,524,,,309,406,,390,,,,,,433,2069,4884,,1716,386,448,,1418,,,422,381,,,,244,1881,679,,
2026-09-16 11:06,452,,,,545,359,,461,,,785,544,363,,388,,,459,2767,2197,484,5143,3876,,,797,995,192,1018,,524,,,309,406,,390,,,,,,433,2069,4884,,1716,386,448,,1418,,,422,381,,,,244,1881,679,,
2026-09-16 11:11,452,,,,500,339,,461,,,920,524,363,,388,,,459,2767,,484,5143,3876,,,772,995,192,1018,,524,4749,,309,406,,,,4702,,,,418,2069,4884,,1716,386,448,,1418,,,402,381,,,,224,1921,679,,
2026-09-16 11:16,467,,,,500,339,,461,,,920,524,363,,388,,,459,2767,,484,5143,3876,,,772,995,192,1018,,494,4749,,309,406,,405,,4702,,,,418,2069,4884,,1716,386,448,,1418,,,402,381,,,,224,1921,709,,
2026-09-16 11:21,452,2177,,,455,339,,461,,,920,,363,440,388,,,459,2767,,484,5143,3876,4052,,772,995,177,1018,3275,,,,309,406,,375,,4832,,,,418,2069,,,,386,448,,1378,,,402,381,,,,224,1881,709,,
2026-09-16 11:26,452,2177,,,455,359,,461,,,920,564,363,440,388,,,459,2767,,484,5143,3876,4052,,772,995,177,1018,3275,554,,,309,406,,375,,4832,,,,418,2069,,,,386,448,,1378,,,402,381,,,,224,1881,709,,
2026-09-16 11:31,452,2177,,,455,379,,461,,,,,363,440,388,,,439,2767,,484,5143,3876,4052,,772,995,177,1018,3275,,,,309,406,,375,,4832,,,,418,2069,,,,386,448,,1378,,,402,381,,,,224,1881,679,,
2026-09-16 11:36,467,2177,,,455,379,,461,,,785,524,363,440,388,,,439,2767,,484,4963,3876,4052,,772,995,177,953,3275,524,,,309,406,,360,,,,,,403,2069,4884,,,386,,,1378,,,402,381,,,,224,1881,679,,
2026-09-16 11:41,467,2177,,,545,359,,461,,,875,544,363,,388,,,519,2767,,484,4963,3876,,,797,970,177,953,3275,524,,,309,406,,375,,,,,,418,2069,4884,,1716,386,448,,1378,,,422,381,,,,,1881,679,1994,
2026-09-16 11:46,467,2177,,,545,359,,461,,,875,544,363,,388,,,519,2767,,484,4963,3876,,,797,970,177,953,3275,524,,,309,406,,375,,,,,,418,2069,4884,,1716,386,448,,1378,,,422,381,,,,244,1881,709,1994,
2026-09-16 11:51,452,2177,,,545,359,,461,,,830,,363,,388,,471,519,2667,,,4963,3876,4052,,797,970,177,953,3275,524,,,309,406,,390,,,,,,418,2069,,,,386,448,,1378,,,,381,,,,244,1881,709,,
2026-09-16 11:56,452,2177,,,500,319,,461,,,830,564,363,,388,,471,519,2667,,519,4963,3876,4052,,797,970,177,953,3275,524,,,309,406,,390,,,,,,418,2069,,,,386,448,,1378,,,442,381,,,,244,1881,709,,
2026-09-16 12:06,467,,,,500,299,,461,,,830,584,363,440,388,,,519,2767,,484,4963,3876,,,797,970,177,,3275,494,,,309,406,,375,,4897,,,,418,2069,4884,,,386,448,,1418,,,422,381,,,,244,1881,709,1994,
2026-09-16 12:11,467,,,,500,319,,461,,,830,544,363,440,388,,,519,2767,2197,484,4963,3876,,,797,970,,,3275,494,,,309,406,,390,,4767,,,,418,2069,4884,,,386,448,,1418,,,422,381,,,,244,1881,799,1994,
2026-09-16 12:16,467,,,,500,319,,461,,,830,544,,440,388,,471,519,2767,2197,484,4963,3876,,,797,970,192,1018,,494,,,309,406,,390,,4767,,,,418,2069,4884,,,386,448,,1418,,,422,381,,,,244,1881,799,1994,
2026-09-16 12:21,467,2177,,,500,319,,476,,,875,544,363,,388,,,519,2767,,484,4963,3821,,,797,995,177,953,,494,,,309,421,,,,4702,,,,,2069,,,,,468,,1418,,,442,381,,,,244,1881,799,1994,
2026-09-16 12:26,467,2177,,,545,319,,476,,,875,544,363,,388,,,519,2767,,484,4963,3821,,,797,995,177,953,,494,,,309,421,,405,,4702,,,,433,2069,,,,401,468,,1418,,,442,381,,,,244,1881,769,1994,
2026-09-16 12:31,482,2177,,,500,319,,476,,,920,,363,,388,,,499,2767,,519,4963,3821,,,797,995,177,953,,494,,,309,,,420,,4702,,,,433,2069,,,,401,468,,1418,,,442,381,,,,244,1881,769,1994,
2026-09-16 12:36,482,,,,500,319,,476,,,920,544,363,440,388,,471,499,2767,,519,5143,,,,797,995,192,953,,554,,,309,421,,420,,,,,,433,2114,4884,,,401,468,,1418,,,442,381,,,,244,1881,769,1994,
2026-09-16 12:41,482,,,,500,319,,476,,,920,544,368,440,388,,471,519,2767,2197,484,4963,3876,,,797,995,177,953,,554,,,309,421,,435,,,,,,433,2114,4884,,,401,468,,1418,,,442,381,,,,244,1921,769,1994,
2026-09-16 12:46,482,,,,500,319,,476,,,920,544,368,440,388,,471,519,2767,2197,484,4963,3876,,,797,995,177,1018,,554,,,309,421,,435,,,,,,433,2114,4884,,,401,468,,1418,,,442,381,,,,244,1921,739,1994,
2026-09-16 12:51,482,,,,,339,,491,,,875,544,368,440,388,,471,519,2767,2197,,4963,3876,,,797,1020,177,1018,,524,,,309,436,,435,,4767,,,,,2114,4884,,1751,401,468,,1418,,,442,381,,,,244,1921,739,1994,
2026-09-16 12:56,482,,,,,339,,491,,,875,544,368,440,388,,471,519,2767,2197,519,4963,3876,,,797,1020,177,1018,,524,,,309,436,,420,,4767,,,,448,2114,4884,,1751,416,468,,1418,,,442,381,,,,244,1921,769,1994,
2026-09-16 13:02,497,,,,500,319,,491,,,830,,368,440,388,,471,519,2767,2282,484,4963,3876,,,772,1020,192,1018,,554,,,309,436,,450,,4897,,,,448,2114,4884,,1751,416,468,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:06,497,,,,500,319,,491,,,830,,368,440,388,,471,519,2767,2282,484,4963,3876,,,772,1020,192,1018,,554,,,309,436,,450,,4897,,,,448,2114,4884,,1751,416,468,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:07,497,,,,500,319,,491,,,830,,368,440,388,,471,519,2767,2282,484,4963,3876,,,772,1020,192,1018,,554,,,309,436,,450,,4897,,,,448,2114,4884,,1751,416,468,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:11,497,,,,545,339,,491,,,830,,368,440,388,,471,499,2767,2367,484,5143,3876,,,797,1020,192,1018,,554,,,309,436,,435,,4832,,,,448,2114,4884,,1751,416,468,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:16,497,,,,545,339,,491,,,830,,368,440,388,,471,499,2767,2367,484,5143,3876,,,797,1020,192,1018,,494,,,309,436,,435,,4832,,,,448,2114,4884,,1751,416,468,,1418,,,462,381,,,,244,1921,769,1994,
2026-09-16 13:17,497,,,,545,339,,491,,,830,,368,440,388,,471,499,2767,2367,484,5143,3876,,,797,1020,192,1018,,494,,,309,436,,435,,4832,,,,448,2114,4884,,1751,416,468,,1418,,,462,381,,,,244,1921,769,1994,
2026-09-16 13:21,497,,,,,339,,491,875,,920,,368,,388,,471,519,2767,2282,484,5143,3876,,,772,1020,192,1018,3275,554,,,309,436,,450,,4767,,,,448,2114,4884,,1751,431,488,,1418,,,462,381,,,,244,1921,769,1994,
2026-09-16 13:26,497,,,,,339,,491,875,,920,,368,,388,,471,519,2767,2282,484,5143,3876,,,772,1020,192,1018,3275,554,,,309,436,,450,,4767,,,,448,2114,4884,,1751,431,488,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:31,497,,,,,339,,491,875,,,,368,,388,,471,519,2767,2282,484,5143,3876,,,772,1020,192,1018,3275,554,,,309,436,,450,,4767,,,,463,2114,4884,,1751,431,488,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:32,497,,,,500,339,,491,,,875,,368,440,388,,,519,2767,2282,484,5143,3876,,,772,995,192,1018,3275,614,4859,,309,451,,450,,4832,,,,463,2114,4884,,1751,431,488,,1418,,,462,381,,,,244,1921,739,1994,
